facility_id,facility_name,facility_type,facility_subtype,address,city,state,zip_code,district,area,region,latitude,longitude,report_date,report_year,report_month,max_throughput_daily,actual_throughput_daily,letters_processed,flats_processed,parcels_processed,total_pieces_processed,sorting_machines,sorting_machines_active,delivery_vehicles,delivery_vehicles_active,total_employees,carriers,clerks,supervisors,operating_hours,overtime_hours,operating_cost_daily,revenue_daily,square_footage,year_built,last_renovation_year,po_boxes,delivery_routes,load_time
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-02-14,2023,2,722500,551037,330622,137759,82655,551036,18,14,450,386,2500,875,625,200,23.3,191.8,22888.66,5814.28,850000,1965,2018,0,450,2023-02-14 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-02-17,2023,2,722500,470870,282522,117717,70630,470869,20,18,450,420,2500,875,625,200,17.1,84.9,19941.19,6812.42,850000,1965,2018,0,450,2023-02-17 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-02-20,2023,2,722500,535825,321495,133956,80373,535824,26,21,450,416,2500,875,625,200,18.9,299.3,12940.15,7459.86,850000,1965,2018,0,450,2023-02-20 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-02-23,2023,2,722500,538123,322873,134530,80718,538121,9,8,450,391,2500,875,625,200,17.3,220.1,20390.70,6789.61,850000,1965,2018,0,450,2023-02-23 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-02-26,2023,2,722500,148862,89317,37215,22329,148861,22,18,450,45,2500,875,625,200,23.8,17.2,3028.51,2478.35,850000,1965,2018,0,450,2023-02-26 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-01,2023,3,722500,518706,311223,129676,77805,518704,25,22,450,427,2500,875,625,200,18.7,123.4,12835.24,4169.85,850000,1965,2018,0,450,2023-03-01 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-04,2023,3,722500,158787,95272,39696,23818,158786,16,15,450,45,2500,875,625,200,22.1,10.2,3682.64,2461.77,850000,1965,2018,0,450,2023-03-04 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-07,2023,3,722500,560638,336382,140159,84095,560636,28,23,450,394,2500,875,625,200,19.0,90.4,27249.81,10690.92,850000,1965,2018,0,450,2023-03-07 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-10,2023,3,722500,580777,348466,145194,87116,580776,8,6,450,411,2500,875,625,200,16.9,140.7,28783.10,10268.89,850000,1965,2018,0,450,2023-03-10 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-13,2023,3,722500,402770,241662,100692,60415,402769,9,7,450,415,2500,875,625,200,16.6,233.0,17915.49,7948.99,850000,1965,2018,0,450,2023-03-13 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-16,2023,3,722500,479645,287787,119911,71946,479644,12,9,450,410,2500,875,625,200,20.4,116.3,22146.64,6272.63,850000,1965,2018,0,450,2023-03-16 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-19,2023,3,722500,118656,71193,29664,17798,118655,25,22,450,45,2500,875,625,200,21.5,14.3,3793.40,1905.64,850000,1965,2018,0,450,2023-03-19 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-22,2023,3,722500,437889,262733,109472,65683,437888,22,20,450,408,2500,875,625,200,18.0,66.0,9034.10,6413.79,850000,1965,2018,0,450,2023-03-22 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-25,2023,3,722500,148276,88965,37069,22241,148275,15,11,450,45,2500,875,625,200,21.7,1.2,3265.34,1242.10,850000,1965,2018,0,450,2023-03-25 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-28,2023,3,722500,426619,255971,106654,63992,426617,10,8,450,398,2500,875,625,200,19.9,184.8,17790.26,7930.25,850000,1965,2018,0,450,2023-03-28 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-03-31,2023,3,722500,491050,294630,122762,73657,491049,23,18,450,410,2500,875,625,200,19.3,73.6,19528.80,6016.13,850000,1965,2018,0,450,2023-03-31 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-03,2023,4,722500,447767,268660,111941,67165,447766,22,20,450,385,2500,875,625,200,21.2,211.5,9769.55,7494.98,850000,1965,2018,0,450,2023-04-03 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-06,2023,4,722500,549870,329922,137467,82480,549869,11,8,450,393,2500,875,625,200,19.6,155.5,15592.31,6047.29,850000,1965,2018,0,450,2023-04-06 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-09,2023,4,722500,174608,104764,43652,26191,174607,10,8,450,45,2500,875,625,200,22.9,11.0,3757.15,3490.66,850000,1965,2018,0,450,2023-04-09 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-12,2023,4,722500,559159,335495,139789,83873,559157,8,7,450,436,2500,875,625,200,22.8,91.6,19329.70,5907.50,850000,1965,2018,0,450,2023-04-12 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-15,2023,4,722500,133539,80123,33384,20030,133537,9,7,450,45,2500,875,625,200,16.0,7.8,6382.57,2326.46,850000,1965,2018,0,450,2023-04-15 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-18,2023,4,722500,414776,248865,103694,62216,414775,21,18,450,425,2500,875,625,200,22.3,215.5,14351.31,4263.39,850000,1965,2018,0,450,2023-04-18 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-21,2023,4,722500,397068,238240,99267,59560,397067,9,7,450,414,2500,875,625,200,22.0,64.3,14900.11,5572.53,850000,1965,2018,0,450,2023-04-21 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-24,2023,4,722500,563535,338121,140883,84530,563534,24,18,450,438,2500,875,625,200,16.6,96.5,21330.39,9074.35,850000,1965,2018,0,450,2023-04-24 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-27,2023,4,722500,401657,240994,100414,60248,401656,20,15,450,434,2500,875,625,200,18.0,198.6,15496.51,5233.87,850000,1965,2018,0,450,2023-04-27 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-04-30,2023,4,722500,147901,88740,36975,22185,147900,26,22,450,45,2500,875,625,200,23.5,4.1,6135.78,1606.83,850000,1965,2018,0,450,2023-04-30 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-05-03,2023,5,722500,443752,266251,110938,66562,443751,12,10,450,400,2500,875,625,200,18.5,238.0,9840.77,5990.40,850000,1965,2018,0,450,2023-05-03 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-05-06,2023,5,722500,146275,87765,36568,21941,146274,11,8,450,45,2500,875,625,200,17.7,5.3,7020.88,2716.38,850000,1965,2018,0,450,2023-05-06 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-05-09,2023,5,722500,570495,342297,142623,85574,570494,15,12,450,391,2500,875,625,200,22.7,225.9,21878.67,11322.50,850000,1965,2018,0,450,2023-05-09 08:00:00
FAC-NY-001,New York P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,280 7th Ave,New York,NY,10001,NEW YORK,ATLANTIC,NORTHEAST,40.748817,-73.985428,2023-05-12,2023,5,722500,511435,306861,127858,76715,511434,24,18,450,430,2500,875,625,200,18.4,215.8,24634.75,4915.65,850000,1965,2018,0,450,2023-05-12 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-01-15,2023,1,612000,95477,57286,23869,14321,95476,11,9,380,38,2200,770,550,176,17.2,5.6,2512.85,1156.66,720000,1970,2015,0,380,2023-01-15 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-01-18,2023,1,612000,468223,280933,117055,70233,468221,28,25,380,347,2200,770,550,176,18.0,277.0,10078.02,7309.62,720000,1970,2015,0,380,2023-01-18 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-01-21,2023,1,612000,108159,64895,27039,16223,108157,9,6,380,38,2200,770,550,176,22.2,12.7,3013.16,1827.32,720000,1970,2015,0,380,2023-01-21 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-01-24,2023,1,612000,432619,259571,108154,64892,432617,30,25,380,323,2200,770,550,176,16.6,270.8,20384.08,6293.34,720000,1970,2015,0,380,2023-01-24 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-01-27,2023,1,612000,384787,230872,96196,57718,384786,26,22,380,344,2200,770,550,176,16.3,141.2,18466.94,7567.36,720000,1970,2015,0,380,2023-01-27 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-01-30,2023,1,612000,298458,179074,74614,44768,298456,19,15,380,335,2200,770,550,176,16.8,245.0,13885.47,3843.10,720000,1970,2015,0,380,2023-01-30 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-02,2023,2,612000,450702,270421,112675,67605,450701,12,11,380,334,2200,770,550,176,17.3,250.0,11407.98,5835.48,720000,1970,2015,0,380,2023-02-02 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-05,2023,2,612000,100505,60303,25126,15075,100504,18,16,380,38,2200,770,550,176,19.3,13.4,4226.41,1103.34,720000,1970,2015,0,380,2023-02-05 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-08,2023,2,612000,329732,197839,82433,49459,329731,30,23,380,366,2200,770,550,176,22.9,105.6,14672.28,4459.18,720000,1970,2015,0,380,2023-02-08 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-11,2023,2,612000,110400,66240,27600,16560,110400,15,11,380,38,2200,770,550,176,21.3,8.0,3130.73,975.17,720000,1970,2015,0,380,2023-02-11 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-14,2023,2,612000,490722,294433,122680,73608,490721,16,13,380,348,2200,770,550,176,21.4,260.9,14689.52,4088.31,720000,1970,2015,0,380,2023-02-14 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-17,2023,2,612000,356475,213885,89118,53471,356474,13,11,380,371,2200,770,550,176,16.3,199.1,10826.36,6215.90,720000,1970,2015,0,380,2023-02-17 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-20,2023,2,612000,402398,241438,100599,60359,402396,27,25,380,328,2200,770,550,176,23.2,97.5,8583.79,5324.81,720000,1970,2015,0,380,2023-02-20 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-23,2023,2,612000,424293,254575,106073,63643,424291,25,22,380,369,2200,770,550,176,21.9,99.3,13975.75,8225.55,720000,1970,2015,0,380,2023-02-23 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-02-26,2023,2,612000,112367,67420,28091,16855,112366,27,21,380,38,2200,770,550,176,22.8,14.4,3259.73,1315.98,720000,1970,2015,0,380,2023-02-26 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-01,2023,3,612000,395057,237034,98764,59258,395056,18,14,380,337,2200,770,550,176,17.0,155.1,19046.06,6371.41,720000,1970,2015,0,380,2023-03-01 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-04,2023,3,612000,100086,60051,25021,15012,100084,27,23,380,38,2200,770,550,176,19.2,16.7,2914.13,1053.12,720000,1970,2015,0,380,2023-03-04 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-07,2023,3,612000,493981,296388,123495,74097,493980,26,22,380,338,2200,770,550,176,19.5,218.9,17454.93,8656.93,720000,1970,2015,0,380,2023-03-07 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-10,2023,3,612000,496673,298003,124168,74500,496671,13,11,380,337,2200,770,550,176,21.3,204.8,11324.95,9647.37,720000,1970,2015,0,380,2023-03-10 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-13,2023,3,612000,349569,209741,87392,52435,349568,29,23,380,362,2200,770,550,176,17.2,61.6,17309.99,5360.74,720000,1970,2015,0,380,2023-03-13 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-16,2023,3,612000,489454,293672,122363,73418,489453,10,8,380,366,2200,770,550,176,20.6,229.6,15427.27,6262.97,720000,1970,2015,0,380,2023-03-16 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-19,2023,3,612000,98005,58803,24501,14700,98004,28,24,380,38,2200,770,550,176,23.1,17.2,4563.50,1699.51,720000,1970,2015,0,380,2023-03-19 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-22,2023,3,612000,345367,207220,86341,51805,345366,13,11,380,357,2200,770,550,176,19.7,189.4,16413.26,3265.90,720000,1970,2015,0,380,2023-03-22 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-25,2023,3,612000,96886,58131,24221,14532,96884,22,19,380,38,2200,770,550,176,23.9,11.9,4699.09,1811.49,720000,1970,2015,0,380,2023-03-25 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-28,2023,3,612000,448603,269161,112150,67290,448601,24,20,380,367,2200,770,550,176,19.6,89.8,20566.14,6011.66,720000,1970,2015,0,380,2023-03-28 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-03-31,2023,3,612000,485073,291043,121268,72760,485071,15,13,380,336,2200,770,550,176,22.2,171.1,13183.01,6441.03,720000,1970,2015,0,380,2023-03-31 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-04-03,2023,4,612000,475051,285030,118762,71257,475049,17,13,380,339,2200,770,550,176,23.1,70.1,11650.59,5983.94,720000,1970,2015,0,380,2023-04-03 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-04-06,2023,4,612000,328056,196833,82014,49208,328055,30,23,380,343,2200,770,550,176,18.6,166.5,7173.92,5903.27,720000,1970,2015,0,380,2023-04-06 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-04-09,2023,4,612000,117029,70217,29257,17554,117028,26,24,380,38,2200,770,550,176,16.2,17.6,4361.75,1606.08,720000,1970,2015,0,380,2023-04-09 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-04-12,2023,4,612000,380211,228126,95052,57031,380209,17,15,380,365,2200,770,550,176,23.6,154.8,16130.63,5533.43,720000,1970,2015,0,380,2023-04-12 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-04-15,2023,4,612000,133841,80304,33460,20076,133840,15,12,380,38,2200,770,550,176,18.2,9.7,4238.17,2145.00,720000,1970,2015,0,380,2023-04-15 08:00:00
FAC-CHI-001,Chicago P&DC,PROCESSING_DISTRIBUTION_CENTER,P&DC,433 W Harrison St,Chicago,IL,60607,CHICAGO,GREAT LAKES,CENTRAL,41.874522,-87.639876,2023-04-18,2023,4,612000,497228,298336,124307,74584,497227,20,17,380,364,2200,770,550,176,23.4,295.2,17912.00,9389.23,720000,1970,2015,0,380,2023-04-18 08:00:00
