order_id,customer_id,product_id,quantity,unit_price,order_date,sales_region,sales_channel,_ingested_at
94,65,31,18,125.23,2023-03-23,CENTRAL,ONLINE,2025-01-15 08:00:00
95,180,21,18,188.93,2023-04-20,WEST,WHOLESALE,2025-01-15 08:00:00
96,161,34,20,87.81,2024-09-02,WEST,STORE,2025-01-15 08:00:00
97,143,12,17,169.76,2024-12-29,CENTRAL,ONLINE,2025-01-15 08:00:00
98,156,38,12,34.8,2024-06-12,EAST,ONLINE,2025-01-15 08:00:00
99,82,44,18,62.11,2024-01-14,WEST,STORE,2025-01-15 08:00:00
100,178,50,4,146.71,2023-08-29,EAST,STORE,2025-01-15 08:00:00
101,88,28,7,128.96,2022-03-24,WEST,STORE,2025-01-15 08:00:00
102,122,26,14,174.17,2024-02-17,CENTRAL,STORE,2025-01-15 08:00:00
103,97,17,4,184.1,2023-12-22,WEST,ONLINE,2025-01-15 08:00:00
104,175,7,1,76.71,2023-10-04,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
105,32,39,10,198.82,2023-07-20,SOUTH,WHOLESALE,2025-01-15 08:00:00
106,35,43,5,61.0,2022-02-25,INTERNATIONAL,STORE,2025-01-15 08:00:00
107,68,10,8,85.2,2022-09-20,CENTRAL,ONLINE,2025-01-15 08:00:00
108,191,25,3,168.34,2023-12-09,EAST,WHOLESALE,2025-01-15 08:00:00
109,59,31,3,102.46,2027-12-30,WEST,WHOLESALE,2025-01-15 08:00:00
110,10,9,15,163.19,2022-05-24,CENTRAL,STORE,2025-01-15 08:00:00
111,34,42,12,156.28,2022-03-24,EAST,ONLINE,2025-01-15 08:00:00
112,56,47,1,92.95,2024-12-10,SOUTH,STORE,2025-01-15 08:00:00
113,184,1,7,147.0,2023-03-27,WEST,PARTNER,2025-01-15 08:00:00
114,111,12,5,194.21,2024-07-26,CENTRAL,WHOLESALE,2025-01-15 08:00:00
115,6,50,2,63.81,2022-03-08,WEST,STORE,2025-01-15 08:00:00
116,96,49,16,154.04,2023-08-06,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
117,39,45,2,158.56,2024-02-03,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
118,171,27,9,39.62,2023-06-05,SOUTH,WHOLESALE,2025-01-15 08:00:00
119,100,46,14,145.47,2023-06-18,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
120,1,36,6,155.22,2022-03-04,CENTRAL,ONLINE,2025-01-15 08:00:00
121,173,46,1,36.09,2023-04-01,CENTRAL,ONLINE,2025-01-15 08:00:00
122,101,23,13,36.46,2023-06-28,CENTRAL,WHOLESALE,2025-01-15 08:00:00
123,2,10,18,95.41,2023-07-23,SOUTH,STORE,2025-01-15 08:00:00
124,188,41,6,68.91,2022-10-16,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
125,103,36,19,34.9,2024-08-14,WEST,STORE,2025-01-15 08:00:00
126,177,26,11,155.76,2024-12-25,CENTRAL,ONLINE,2025-01-15 08:00:00
127,56,46,3,22.45,2023-05-22,SOUTH,ONLINE,2025-01-15 08:00:00
128,63,46,14,192.07,2023-04-17,CENTRAL,ONLINE,2025-01-15 08:00:00
129,16,47,2,21.8,2024-08-22,SOUTH,ONLINE,2025-01-15 08:00:00
130,68,29,11,103.6,2023-01-09,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
131,110,39,14,67.22,2022-12-12,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
132,124,37,12,139.76,2022-10-06,SOUTH,PARTNER,2025-01-15 08:00:00
133,119,12,15,138.89,2024-09-24,INTERNATIONAL,STORE,2025-01-15 08:00:00
134,138,29,20,95.48,2022-07-20,SOUTH,ONLINE,2025-01-15 08:00:00
135,173,30,7,28.65,2024-09-30,EAST,ONLINE,2025-01-15 08:00:00
136,81,4,7,29.65,2022-09-07,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
137,139,49,1,27.03,2023-01-22,WEST,PARTNER,2025-01-15 08:00:00
138,198,50,9,8.94,2022-05-04,EAST,WHOLESALE,2025-01-15 08:00:00
139,10,13,8,188.2,2023-02-28,WEST,STORE,2025-01-15 08:00:00
140,2,12,15,56.55,2023-12-23,CENTRAL,ONLINE,2025-01-15 08:00:00
141,87,16,10,8.39,2024-07-14,EAST,ONLINE,2025-01-15 08:00:00
142,11,14,13,183.25,2023-08-02,CENTRAL,ONLINE,2025-01-15 08:00:00
143,182,44,16,70.18,2023-09-10,SOUTH,STORE,2025-01-15 08:00:00
144,,31,1,54.72,2022-07-04,CENTRAL,ONLINE,2025-01-15 08:00:00
145,8,28,12,139.55,2022-01-08,WEST,ONLINE,2025-01-15 08:00:00
146,94,38,11,136.45,2023-10-18,CENTRAL,ONLINE,2025-01-15 08:00:00
147,155,15,10,167.86,2022-06-11,EAST,STORE,2025-01-15 08:00:00
148,19,6,7,26.73,2024-03-07,CENTRAL,PARTNER,2025-01-15 08:00:00
149,63,4,5,112.9,2024-03-23,WEST,WHOLESALE,2025-01-15 08:00:00
150,2,22,11,42.18,2023-07-05,SOUTH,STORE,2025-01-15 08:00:00
151,46,11,19,157.9,2022-02-16,EAST,ONLINE,2025-01-15 08:00:00
152,79,23,16,33.27,2022-10-08,CENTRAL,STORE,2025-01-15 08:00:00
153,149,17,8,66.43,2023-05-05,EAST,ONLINE,2025-01-15 08:00:00
154,111,8,20,21.36,2022-12-27,EAST,STORE,2025-01-15 08:00:00
155,176,13,11,100.48,2024-01-07,WEST,PARTNER,2025-01-15 08:00:00
156,199,15,7,186.29,2024-11-09,SOUTH,ONLINE,2025-01-15 08:00:00
157,51,29,8,178.29,2023-07-31,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
158,56,22,15,158.06,2023-02-25,EAST,STORE,2025-01-15 08:00:00
159,184,3,6,11.11,2023-02-10,CENTRAL,WHOLESALE,2025-01-15 08:00:00
160,112,1,3,21.98,2022-02-02,WEST,ONLINE,2025-01-15 08:00:00
161,20,5,3,8.7,2023-07-06,CENTRAL,WHOLESALE,2025-01-15 08:00:00
162,45,29,13,121.91,2024-05-27,WEST,STORE,2025-01-15 08:00:00
163,132,30,11,185.05,2023-12-27,WEST,STORE,2025-01-15 08:00:00
164,169,20,20,13.33,2023-03-20,WEST,ONLINE,2025-01-15 08:00:00
165,142,21,8,124.38,2022-08-15,CENTRAL,WHOLESALE,2025-01-15 08:00:00
166,107,48,7,29.14,2022-12-01,SOUTH,WHOLESALE,2025-01-15 08:00:00
167,193,12,7,30.42,2024-05-22,EAST,STORE,2025-01-15 08:00:00
168,68,6,8,45.73,2024-11-25,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
169,158,29,20,93.48,2023-07-09,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
170,133,29,5,114.13,2024-08-09,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
171,193,31,8,159.62,2022-08-11,WEST,ONLINE,2025-01-15 08:00:00
172,165,5,6,122.44,2024-12-17,WEST,STORE,2025-01-15 08:00:00
173,108,49,10,160.81,2023-08-01,SOUTH,ONLINE,2025-01-15 08:00:00
174,93,39,2,19.07,2023-02-10,INTERNATIONAL,STORE,2025-01-15 08:00:00
175,93,9,5,127.88,2024-09-14,CENTRAL,STORE,2025-01-15 08:00:00
176,119,11,11,77.65,2023-05-12,WEST,STORE,2025-01-15 08:00:00
177,72,15,20,103.89,2022-07-28,SOUTH,STORE,2025-01-15 08:00:00
178,33,31,9,131.36,2024-07-29,WEST,ONLINE,2025-01-15 08:00:00
179,160,20,1,106.75,2023-07-29,EAST,WHOLESALE,2025-01-15 08:00:00
180,4,50,13,151.9,2023-07-12,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
181,100,49,17,169.96,2023-01-08,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
182,40,2,17,25.08,2022-08-03,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
183,79,43,17,188.86,2024-03-28,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
184,190,32,1,124.42,2024-07-20,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
185,153,24,8,72.23,2022-07-30,EAST,STORE,2025-01-15 08:00:00
186,31,11,8,142.72,2023-03-04,WEST,STORE,2025-01-15 08:00:00
187,12,20,7,79.64,2024-08-04,CENTRAL,PARTNER,2025-01-15 08:00:00
188,185,4,6,45.24,2022-06-27,EAST,ONLINE,2025-01-15 08:00:00
189,137,28,20,33.58,2024-05-25,CENTRAL,WHOLESALE,2025-01-15 08:00:00
190,22,5,11,158.05,2022-10-23,WEST,WHOLESALE,2025-01-15 08:00:00
191,20,5,13,53.16,2023-08-22,SOUTH,ONLINE,2025-01-15 08:00:00
192,144,47,11,119.4,2023-10-30,WEST,ONLINE,2025-01-15 08:00:00
193,191,15,5,84.57,2024-09-13,CENTRAL,WHOLESALE,2025-01-15 08:00:00
194,178,25,12,19.7,2024-11-20,EAST,ONLINE,2025-01-15 08:00:00
195,134,44,18,9.19,2024-05-24,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
196,56,6,15,120.1,2024-04-20,SOUTH,ONLINE,2025-01-15 08:00:00
197,58,5,8,108.9,2024-03-06,WEST,ONLINE,2025-01-15 08:00:00
198,58,21,13,131.79,2024-01-02,EAST,STORE,2025-01-15 08:00:00
199,147,41,16,11.22,2023-02-10,SOUTH,STORE,2025-01-15 08:00:00
200,192,9,1,179.71,2023-10-20,WEST,ONLINE,2025-01-15 08:00:00
201,32,16,16,62.67,2024-01-27,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
202,174,48,6,186.95,2022-02-27,EAST,WHOLESALE,2025-01-15 08:00:00
203,150,33,2,106.97,2023-10-13,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
204,119,3,2,97.16,2022-11-17,CENTRAL,PARTNER,2025-01-15 08:00:00
205,97,22,2,42.67,2023-07-06,INTERNATIONAL,STORE,2025-01-15 08:00:00
206,,38,13,11.61,2022-06-28,SOUTH,STORE,2025-01-15 08:00:00
207,56,11,16,-43.48,2024-08-26,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
208,183,39,20,194.1,2022-04-30,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
209,59,15,9,179.86,2022-10-07,WEST,ONLINE,2025-01-15 08:00:00
210,,23,16,162.61,2024-02-23,SOUTH,STORE,2025-01-15 08:00:00
211,80,7,17,102.43,2022-04-18,CENTRAL,ONLINE,2025-01-15 08:00:00
212,33,21,1,5.01,2022-09-29,SOUTH,STORE,2025-01-15 08:00:00
213,88,34,14,157.6,2024-02-16,CENTRAL,WHOLESALE,2025-01-15 08:00:00
214,197,47,3,72.27,2022-12-03,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
215,196,7,2,111.38,2024-04-01,EAST,ONLINE,2025-01-15 08:00:00
216,75,17,5,146.58,2023-05-17,EAST,ONLINE,2025-01-15 08:00:00
217,,6,20,173.7,2024-12-04,EAST,ONLINE,2025-01-15 08:00:00
218,26,30,8,35.23,2022-10-06,CENTRAL,STORE,2025-01-15 08:00:00
219,84,33,9,177.33,2024-05-30,EAST,ONLINE,2025-01-15 08:00:00
220,151,49,16,139.94,2023-12-06,INTERNATIONAL,STORE,2025-01-15 08:00:00
221,198,32,4,122.23,2022-11-27,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
222,59,23,17,92.28,2023-03-21,INTERNATIONAL,STORE,2025-01-15 08:00:00
223,99,46,15,39.29,2024-10-17,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
224,115,8,1,190.45,2022-04-08,CENTRAL,ONLINE,2025-01-15 08:00:00
225,62,20,10,146.33,2022-09-22,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
226,84,37,11,117.58,2023-02-04,WEST,ONLINE,2025-01-15 08:00:00
227,111,12,7,14.4,2022-04-05,EAST,ONLINE,2025-01-15 08:00:00
228,111,29,9,143.48,2023-01-30,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
229,108,16,19,58.41,2023-04-24,EAST,ONLINE,2025-01-15 08:00:00
230,14,1,3,19.67,2022-04-09,SOUTH,ONLINE,2025-01-15 08:00:00
231,139,37,3,-15.51,2023-05-27,CENTRAL,ONLINE,2025-01-15 08:00:00
232,149,27,5,54.89,2023-02-20,SOUTH,ONLINE,2025-01-15 08:00:00
233,117,50,9,72.98,2024-12-01,WEST,STORE,2025-01-15 08:00:00
234,179,41,18,32.13,2023-03-18,INTERNATIONAL,STORE,2025-01-15 08:00:00
235,144,27,9,90.71,2023-08-26,CENTRAL,WHOLESALE,2025-01-15 08:00:00
236,92,13,9,38.98,2022-07-17,CENTRAL,ONLINE,2025-01-15 08:00:00
237,110,44,19,42.74,2024-07-07,EAST,ONLINE,2025-01-15 08:00:00
238,101,7,15,120.84,2023-04-20,EAST,ONLINE,2025-01-15 08:00:00
239,127,38,18,138.5,2023-03-22,EAST,ONLINE,2025-01-15 08:00:00
240,81,32,17,50.16,2023-09-22,WEST,STORE,2025-01-15 08:00:00
241,180,22,19,165.72,2022-09-03,EAST,ONLINE,2025-01-15 08:00:00
242,45,14,18,42.48,2022-01-12,WEST,STORE,2025-01-15 08:00:00
243,130,14,12,34.29,2023-01-15,EAST,ONLINE,2025-01-15 08:00:00
244,68,8,3,42.86,2024-01-16,CENTRAL,ONLINE,2025-01-15 08:00:00
245,161,13,11,61.33,2023-07-07,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
246,104,42,4,70.45,2022-01-04,SOUTH,WHOLESALE,2025-01-15 08:00:00
247,27,23,5,41.01,2024-06-06,SOUTH,ONLINE,2025-01-15 08:00:00
248,103,12,16,97.17,2023-10-19,SOUTH,STORE,2025-01-15 08:00:00
249,112,13,19,99.14,2022-08-30,EAST,STORE,2025-01-15 08:00:00
250,40,32,10,38.01,2024-06-28,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
251,4,39,10,13.02,2022-05-18,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
252,109,25,10,121.19,2024-02-26,EAST,STORE,2025-01-15 08:00:00
253,38,29,4,88.68,2023-03-13,WEST,STORE,2025-01-15 08:00:00
254,124,1,9,12.41,2022-06-02,EAST,ONLINE,2025-01-15 08:00:00
255,9,26,19,17.81,2023-03-24,WEST,STORE,2025-01-15 08:00:00
256,170,33,9,175.08,2022-09-05,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
257,5,4,11,193.94,2022-10-10,CENTRAL,STORE,2025-01-15 08:00:00
258,177,1,15,97.57,2023-01-07,SOUTH,ONLINE,2025-01-15 08:00:00
259,14,26,9,161.98,2022-06-07,SOUTH,ONLINE,2025-01-15 08:00:00
260,192,23,11,10.3,2023-09-11,WEST,STORE,2025-01-15 08:00:00
261,100,4,2,188.47,2022-08-24,INTERNATIONAL,STORE,2025-01-15 08:00:00
262,163,39,19,6.96,2022-03-25,WEST,ONLINE,2025-01-15 08:00:00
263,74,12,12,18.77,2022-10-05,SOUTH,STORE,2025-01-15 08:00:00
264,52,44,18,43.57,2023-07-27,SOUTH,STORE,2025-01-15 08:00:00
265,130,1,5,113.96,2024-04-28,CENTRAL,STORE,2025-01-15 08:00:00
266,7,26,18,137.04,2022-12-19,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
267,100,13,4,31.05,2024-06-08,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
268,147,44,4,52.52,2024-04-02,EAST,ONLINE,2025-01-15 08:00:00
269,,48,8,122.15,2024-09-08,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
270,108,2,17,160.68,2023-09-22,WEST,STORE,2025-01-15 08:00:00
271,11,8,6,11.69,2023-10-14,EAST,ONLINE,2025-01-15 08:00:00
272,197,47,7,53.8,2023-01-24,SOUTH,ONLINE,2025-01-15 08:00:00
273,198,42,6,88.66,2023-01-20,SOUTH,ONLINE,2025-01-15 08:00:00
274,165,28,12,102.81,2023-05-03,WEST,PARTNER,2025-01-15 08:00:00
275,35,2,10,100.46,2027-10-15,EAST,STORE,2025-01-15 08:00:00
276,171,17,1,112.28,2023-05-05,SOUTH,ONLINE,2025-01-15 08:00:00
277,22,30,7,108.54,2022-10-23,EAST,ONLINE,2025-01-15 08:00:00
278,192,35,15,188.44,2022-05-24,SOUTH,ONLINE,2025-01-15 08:00:00
279,96,23,0,26.87,2022-12-18,CENTRAL,ONLINE,2025-01-15 08:00:00
280,191,29,15,71.72,2024-05-02,WEST,ONLINE,2025-01-15 08:00:00
281,99,8,9,169.2,2022-05-22,WEST,ONLINE,2025-01-15 08:00:00
282,188,43,20,32.47,2023-10-15,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
283,165,23,2,72.01,2022-11-12,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
284,4,3,9,98.69,2024-04-22,WEST,ONLINE,2025-01-15 08:00:00
285,121,37,7,63.85,2023-08-15,EAST,ONLINE,2025-01-15 08:00:00
286,26,14,15,161.3,2023-10-10,EAST,STORE,2025-01-15 08:00:00
287,185,25,13,9.91,2024-02-05,EAST,WHOLESALE,2025-01-15 08:00:00
288,118,14,9,87.04,2022-01-31,WEST,WHOLESALE,2025-01-15 08:00:00
289,96,40,13,81.32,2023-02-11,SOUTH,STORE,2025-01-15 08:00:00
290,17,21,14,139.0,2024-06-15,WEST,STORE,2025-01-15 08:00:00
291,89,24,16,41.28,2022-03-15,WEST,ONLINE,2025-01-15 08:00:00
292,170,48,19,68.22,2023-05-06,SOUTH,ONLINE,2025-01-15 08:00:00
293,80,5,12,56.51,2022-03-20,CENTRAL,WHOLESALE,2025-01-15 08:00:00
294,69,40,9,93.65,2024-07-06,INTERNATIONAL,STORE,2025-01-15 08:00:00
295,198,20,7,82.08,2022-01-21,WEST,STORE,2025-01-15 08:00:00
296,170,4,12,100.66,2022-08-14,WEST,ONLINE,2025-01-15 08:00:00
297,3,34,6,119.83,2023-07-30,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
298,25,21,11,166.25,2022-12-12,WEST,ONLINE,2025-01-15 08:00:00
299,45,47,19,23.74,2024-07-11,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
300,8,13,17,157.41,2024-12-14,WEST,ONLINE,2025-01-15 08:00:00
301,177,3,8,23.13,2022-03-01,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
302,100,2,16,21.38,2022-07-15,EAST,STORE,2025-01-15 08:00:00
303,125,16,8,168.78,2023-01-20,WEST,STORE,2025-01-15 08:00:00
304,3,19,17,48.98,2022-12-28,SOUTH,PARTNER,2025-01-15 08:00:00
305,159,31,17,134.11,2022-02-24,EAST,STORE,2025-01-15 08:00:00
306,90,36,7,178.81,2023-02-07,CENTRAL,ONLINE,2025-01-15 08:00:00
307,183,48,7,26.95,2024-11-21,CENTRAL,ONLINE,2025-01-15 08:00:00
308,46,47,17,78.05,2024-01-22,CENTRAL,STORE,2025-01-15 08:00:00
309,153,43,1,35.53,2022-04-21,WEST,STORE,2025-01-15 08:00:00
310,173,23,8,114.41,2022-07-26,WEST,ONLINE,2025-01-15 08:00:00
311,122,19,17,-31.07,2023-08-08,SOUTH,WHOLESALE,2025-01-15 08:00:00
312,107,29,18,71.24,2023-06-07,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
313,58,17,20,149.01,2022-04-10,SOUTH,ONLINE,2025-01-15 08:00:00
314,113,1,5,96.54,2024-05-01,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
315,125,33,9,76.6,2024-04-09,SOUTH,PARTNER,2025-01-15 08:00:00
316,66,46,12,190.04,2023-02-02,WEST,PARTNER,2025-01-15 08:00:00
317,138,25,18,96.15,2024-12-04,WEST,STORE,2025-01-15 08:00:00
